,User 0,User 1,User 2,precisionG,recallG,fscoreG,T,C,Quantity
424,493,282,230,0.9,1,0.947368421,18,20,1489
425,171,316,436,0.8125,1,0.896551724,26,32,1506
426,383,328,423,0.857142857,1,0.923076923,18,21,1470
427,109,396,54,0.892857143,1,0.943396226,25,28,1577
428,104,361,460,0.888888889,1,0.941176471,32,36,1443
429,564,360,643,0.870967742,1,0.931034483,27,31,1566
430,659,304,403,0.888888889,1,0.941176471,24,27,1489
431,198,474,570,0.814814815,1,0.897959184,22,27,1545
432,5,71,577,0.875,1,0.933333333,21,24,1459
433,187,94,470,0.75,1,0.857142857,18,24,1583
434,548,462,150,0.769230769,1,0.869565217,20,26,1534
435,144,509,638,0.777777778,1,0.875,28,36,1579
436,566,24,222,0.88,1,0.936170213,22,25,1550
437,595,203,555,0.88,1,0.936170213,22,25,1551
438,579,498,304,0.764705882,1,0.866666667,13,17,1520
439,177,365,171,0.8125,1,0.896551724,26,32,1480
440,309,62,213,0.896551724,1,0.945454545,26,29,1479
441,602,217,318,0.714285714,1,0.833333333,15,21,1538
442,280,557,644,0.761904762,1,0.864864865,16,21,1459
443,259,278,462,0.818181818,1,0.9,18,22,1500
444,23,233,5,0.8,1,0.888888889,28,35,1489
445,156,555,355,0.896551724,1,0.945454545,26,29,1546
446,631,192,117,0.85,1,0.918918919,17,20,1551
447,447,150,523,0.791666667,1,0.88372093,19,24,1499
448,554,30,528,0.894736842,1,0.944444444,17,19,1459
449,580,49,48,0.814814815,1,0.897959184,22,27,1491
450,175,242,219,0.789473684,1,0.882352941,15,19,1478
451,11,193,122,0.909090909,1,0.952380952,20,22,1597
452,532,152,513,0.914285714,1,0.955223881,32,35,1605
453,144,251,64,0.833333333,1,0.909090909,25,30,1495
454,2,191,508,0.863636364,1,0.926829268,19,22,1434
455,627,319,488,0.8,1,0.888888889,20,25,1549
456,307,606,125,0.884615385,1,0.93877551,23,26,1529
457,66,546,136,0.851851852,1,0.92,23,27,1520
458,424,43,321,0.833333333,1,0.909090909,20,24,1540
459,543,37,205,0.793103448,1,0.884615385,23,29,1393
460,239,634,204,0.75,1,0.857142857,15,20,1454
461,61,201,221,0.903225806,1,0.949152542,28,31,1523
462,572,184,326,0.823529412,1,0.903225806,14,17,1544
463,650,469,12,0.8,1,0.888888889,16,20,1555
464,320,24,516,0.75,1,0.857142857,18,24,1422
465,573,209,467,0.772727273,1,0.871794872,17,22,1488
466,74,202,294,0.958333333,1,0.978723404,23,24,1515
467,523,446,627,0.787878788,1,0.881355932,26,33,1552
468,571,138,1,0.814814815,1,0.897959184,22,27,1507
469,226,64,128,0.913043478,1,0.954545455,21,23,1512
470,144,7,171,0.842105263,1,0.914285714,32,38,1531
471,397,197,595,0.9,1,0.947368421,27,30,1459
472,41,114,645,0.826086957,1,0.904761905,19,23,1503
473,175,461,27,0.757575758,1,0.862068966,25,33,1512
474,361,545,578,0.9375,1,0.967741935,15,16,1567
475,213,622,340,0.8,1,0.888888889,24,30,1520
476,585,68,231,0.85,1,0.918918919,17,20,1553
477,556,650,162,0.827586207,1,0.905660377,24,29,1508
478,544,525,139,0.807692308,1,0.893617021,21,26,1499
479,540,607,351,0.695652174,1,0.820512821,16,23,1519
480,494,600,476,0.909090909,1,0.952380952,30,33,1554
481,606,247,577,0.923076923,1,0.96,24,26,1578
482,116,483,47,0.875,1,0.933333333,21,24,1473
483,556,256,284,0.727272727,1,0.842105263,16,22,1460
484,549,295,373,0.857142857,1,0.923076923,30,35,1451
